GSA SFP Name,GSA SFP Key,NIST Name,NIST Category,Treasury Bureau Name,Treasury Agency Short Name,OMB Name,OMB Category,OMB Sub-Category,Parent,GSA SFP Entity Type,OMB Agency Code,OMB Bureau Code,Treasury Agency Code,Treasury Bureau Code,CGAC Agency Code,NIST Agency Code,NIST Bureau Code,OMB Agency Code Owner,OMB Bureau Code Owner,Treasury Agency Code Owner,Treasury Bureau Code Owner,CGAC Agency Code Owner,NIST Agency Code Owner,NIST Bureau Code Owner
International Council of Scientific Unions (ICSU),1231,International Council of Scientific Unions,"WORLD ORGANIZATIONS, Scientific Unions and Councils",,,,,,International Governmental Organizations,IGO,,,,,,49,SU,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
International Astronomical Union (IAU),1232,International Astronomical Union,"WORLD ORGANIZATIONS, Scientific Unions and Councils",,,,,,International Governmental Organizations,IGO,,,,,,49,SA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
International Geographical Union (IGU),1233,International Geographical Union,"WORLD ORGANIZATIONS, Scientific Unions and Councils",,,,,,International Governmental Organizations,IGO,,,,,,49,SG,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
International Geological Union (IGUS),1234,International Geological Union,"WORLD ORGANIZATIONS, Scientific Unions and Councils",,,,,,International Governmental Organizations,IGO,,,,,,49,SE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
International Mathematical Union (IMU),1235,International Mathematical Union,"WORLD ORGANIZATIONS, Scientific Unions and Councils",,,,,,International Governmental Organizations,IGO,,,,,,49,SM,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
International Union for Pure and Applied Biophysics (IUPAB),1236,International Union for Pure and Applied Biophysics,"WORLD ORGANIZATIONS, Scientific Unions and Councils",,,,,,International Governmental Organizations,IGO,,,,,,49,SV,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
International Union for Quaternary Science (INQUA),1237,International Union for Quaternary Research,"WORLD ORGANIZATIONS, Scientific Unions and Councils",,,,,,International Governmental Organizations,IGO,,,,,,49,SQ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
International Union of Biochemistry and Molecular Biology (IUBMB),1238,International Union of Biochemistry & Molecular Biology,"WORLD ORGANIZATIONS, Scientific Unions and Councils",,,,,,International Governmental Organizations,IGO,,,,,,49,SK,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
International Union of Biological Sciences (IUBS),1239,International Union of Biological Sciences,"WORLD ORGANIZATIONS, Scientific Unions and Councils",,,,,,International Governmental Organizations,IGO,,,,,,49,SB,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
International Union of Crystallography (IUCr),1240,International Union of Crystallography,"WORLD ORGANIZATIONS, Scientific Unions and Councils",,,,,,International Governmental Organizations,IGO,,,,,,49,SX,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
International Union of Geodesy and Geophysics (IUGG),1241,International Union of Geodesy and Geophysics,"WORLD ORGANIZATIONS, Scientific Unions and Councils",,,,,,International Governmental Organizations,IGO,,,,,,49,SD,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
International Union of Microbiological Societies (IUMS),1242,International Union of Microbiological Societies,"WORLD ORGANIZATIONS, Scientific Unions and Councils",,,,,,International Governmental Organizations,IGO,,,,,,49,SW,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
International Union of Nutritional Sciences (IUNS),1243,International Union of Nutritional Sciences,"WORLD ORGANIZATIONS, Scientific Unions and Councils",,,,,,International Governmental Organizations,IGO,,,,,,49,SN,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
International Union of Physiological Sciences (IUPS),1244,International Union of Physiological Sciences,"WORLD ORGANIZATIONS, Scientific Unions and Councils",,,,,,International Governmental Organizations,IGO,,,,,,49,SP,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
International Union of Psychological Science (IUPsyS),1245,International Union of Psychological Science,"WORLD ORGANIZATIONS, Scientific Unions and Councils",,,,,,International Governmental Organizations,IGO,,,,,,49,SS,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
International Union of Pure and Applied Chemistry (IUPAC),1246,International Union of Pure and Applied Chemistry,"WORLD ORGANIZATIONS, Scientific Unions and Councils",,,,,,International Governmental Organizations,IGO,,,,,,49,SC,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
International Union of Pure and Applied Physics (IUPAP),1247,International Union of Pure and Applied Physics,"WORLD ORGANIZATIONS, Scientific Unions and Councils",,,,,,International Governmental Organizations,IGO,,,,,,49,SF,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
International Union of Radio Sciences (URSI),1248,International Union of Radio Sciences,"WORLD ORGANIZATIONS, Scientific Unions and Councils",,,,,,International Governmental Organizations,IGO,,,,,,49,SR,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
International Union of Theoretical and Applied Mechanics (IUTAM),1249,International Union of Theoretical and Applied Mechanics,"WORLD ORGANIZATIONS, Scientific Unions and Councils",,,,,,International Governmental Organizations,IGO,,,,,,49,ST,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Pacific Science Association (PSA),1250,Pacific Science Association,"WORLD ORGANIZATIONS, Scientific Unions and Councils",,,,,,International Governmental Organizations,IGO,,,,,,49,SY,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Bureau of International Expositions (BIE),1251,Bureau of International Expositions,"WORLD ORGANIZATIONS, Tariffs, Tourism, and Trade",,,,,,International Governmental Organizations,IGO,,,,,,19,TX,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
World Customs Organization (WCO),1252,Customs Cooperation Council,"WORLD ORGANIZATIONS, Tariffs, Tourism, and Trade",,,,,,International Governmental Organizations,IGO,,,,,,19,TC,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
General Agreement on Tariffs and Trade (GATT),1253,General Agreement on Tariffs and Trade,"WORLD ORGANIZATIONS, Tariffs, Tourism, and Trade",,,,,,International Governmental Organizations,IGO,,,,,,19,TT,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
International Customs Tariff Bureau (BITD),1254,International Bureau for the Publication of Customs Tariffs,"WORLD ORGANIZATIONS, Tariffs, Tourism, and Trade",,,,,,International Governmental Organizations,IGO,,,,,,19,TP,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
World Tourism Organization (UNWTO),1255,World Tourism Organization,"WORLD ORGANIZATIONS, Tariffs, Tourism, and Trade",,,,,,International Governmental Organizations,IGO,,,,,,19,TW,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Federal Prison Industries (UNICOR),1256,,,,,,,,"Industry, Non-Profits, Associations",GSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NCUA Central Liquidity Facility,1257,,,,,,,,"Industry, Non-Profits, Associations",GSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Panama Canal Commission,1258,,,,,,,,"Industry, Non-Profits, Associations",GSE,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Independent Federal Agencies,1259,,,,,,,,[Bucket],Bucket,,,95,00,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"Industry, Non-Profits, Associations",1260,,,,,,,,[Bucket],Bucket,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
International Governmental Organizations,1261,,,,,,,,[Bucket],Bucket,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
USDA Departmental Management (DM),1268,,,,,Departmental Management,Department of Agriculture,,USDA Deputy Secretary,Bureau,005,05,12,33,012,12,01,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
United States Enrichment Corporation Fund,1334,,,,,United States Enrichment Corporation Fund,Other Independent Agencies,,"Industry, Non-Profits, Associations",GSE,486,00,95,,486,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
Medcaid & CHIP Payment & Access Commission (MACPAC),1336,,,,,,,,Independent Federal Agencies,Agency,,,00,00,009,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Congressional Award Board,1337,,,,,,,,Federal Legislative Branch,Agency,,,00,,009,00,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Open World Leadership Center Trust Fund,1338,,,,,,,,Independent Federal Agencies,Ind Agency,,,00,00,009,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Medicare Payment Advisory Commission (MEDPAC),1339,,,,,,,,Independent Federal Agencies,Ind Agency,,,48,35,009,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Dwight Eisenhower Memorial Commission,1340,,,,,,,,Independent Federal Agencies,Ind Agency,,,00,00,009,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US-China Economic and Security Review Commission,1341,,,,,,,,Independent Federal Agencies,Ind Agency,,,00,00,009,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US Commission on International Religious Freedom (USCIRF),1342,,,,,,,,Independent Federal Agencies,Ind Agency,,,00,00,009,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Congressional Executive Commision on China (CECC),1343,,,,,,,,Independent Federal Agencies,Ind Agency,,,95,00,009,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
National Veterans Business Development Corporation,1344,,,,,,,,"Industry, Non-Profits, Associations",Nonprofit,,,00,,518,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Secretary of Defense,1345,,,,,,,,US Department of Defense (DOD),Bureau,,,97,,,97,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOD Deputy Secretary,1346,,,,,,,,Office of the Secretary of Defense (OSD),Bureau,,,97,,097,97,AD,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOD Under Secretary for Policy (USD(P)),1347,,,,,,,,DOD Deputy Secretary,Bureau,,,97,,097,97,AD,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOD Principal Deputy Under Secretary for Policy (PDUSD(P)),1348,,,,,,,,DOD Under Secretary for Policy (USD(P)),Bureau,,,97,,097,97,AD,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOD Assistant Secretary for International Security Affairs (ASD(ISA)),1349,,,,,,,,DOD Principal Deputy Under Secretary for Policy (PDUSD(P)),Bureau,,,97,,097,97,AD,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOD Assistant Secy for Special Operations/Low-Intensity Conflict (ASD(SO/LIC)),1350,,,,,,,,DOD Principal Deputy Under Secretary for Policy (PDUSD(P)),Bureau,,,97,52,097,97,AD,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOD Assistant Secretary for Asian and Pacific Security Affairs (ASD(APSA)),1351,,,,,,,,DOD Principal Deputy Under Secretary for Policy (PDUSD(P)),Bureau,,,97,,097,97,AD,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOD Assistant Secretary for Global Strategic Affairs (ASD(GSA)),1352,,,,,,,,DOD Principal Deputy Under Secretary for Policy (PDUSD(P)),Bureau,,,97,,097,97,AD,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOD Asst Secy for Homeland Defense and Americas' Security Affairs (ASD(HD&ASA)),1353,,,,,,,,DOD Principal Deputy Under Secretary for Policy (PDUSD(P)),Bureau,,,97,,097,97,AD,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOD Under Secretary (Comptroller)/Chief Financial Officer (USD(C)/CFO),1354,,,,,,,,DOD Deputy Secretary,Bureau,,,97,,097,97,AD,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOD Under Secretary for Personnel & Readiness (USD(P&R)),1355,,,,,,,,DOD Deputy Secretary,Bureau,,,97,,097,97,AD,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOD Principal Deputy Under Secretary for Personnel & Readiness (PDUSD(P&R)),1356,,,,,,,,DOD Under Secretary for Personnel & Readiness (USD(P&R)),Bureau,,,97,,097,97,AD,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOD Assistant Secretary for Reserve Affairs (ASD(RA)),1357,,,,,,,,DOD Principal Deputy Under Secretary for Personnel & Readiness (PDUSD(P&R)),Bureau,,,97,,097,97,AD,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US Capitol Police,1358,,,,,Capitol Police,Legislative Branch,,Federal Legislative Branch,Bureau,001,13,02,,002,00,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
US Congressional Office of Compliance (OOC),1359,,,,,Office of Compliance,Legislative Branch,,Federal Legislative Branch,Bureau,001,12,09,,009,00,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
HHS Administration for Community Living (ACL),1360,,,,,Administration for Community Living,Department of Health and Human Services,,HHS Office of the Secretary,Bureau,009,75,75,01,075,75,0S,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
DHS Under Secretary for National Protection & Programs Directorate,1361,,,DHS/INTELLIGENCE & ANALYSIS,DHS,National Protection and Programs Directorate,Department of Homeland Security,,DHS Deputy Secretary,Bureau,024,65,70,09,070,70,01,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
DOD Assistant Secretary for Health Affairs (ASD(HA)),1362,,,,,,,,DOD Principal Deputy Under Secretary for Personnel & Readiness (PDUSD(P&R)),Bureau,,,97,,097,97,AD,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DHS Domestic Nuclear Detection Office,1363,,,,,Domestic Nuclear Detection Office,Department of Homeland Security,,DHS Deputy Secretary,Bureau,024,85,70,00,070,70,01,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
HUD Office of Sustainable Housing & Communities (OSHC),1365,,,,,Office of Sustainable Housing and Communities,Department of Housing and Urban Development,,HUD Deputy Secretary,Bureau,025,33,86,01,086,86,02,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
DOI Bureau of Ocean Energy Management (BOEM),1366,,,,,Bureau of Ocean Energy Management,Department of the Interior,,DOI Assistant Secretary for Land and Minerals Management (ASLM),Bureau,010,06,14,25,014,14,2L,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
DOI USBR Central Utah Project (CUP),1367,,,,,Central Utah Project,Department of the Interior,,DOI Bureau of Reclamation (USBR),Bureau,010,11,14,23,014,14,25,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
DOI Bureau of Safety and Environmental Enforcement (BSEE),1368,,,BUREAU OF MINERALS MANAGEMENT SERVICE,INTERIOR,Bureau of Safety and Environmental Enforcement,Department of the Interior,,DOI Assistant Secretary for Land and Minerals Management (ASLM),Bureau,010,22,14,10,014,14,2L,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
DOI Bureau of Indian Affairs (BIA),1369,,,BUREAU OF INDIAN AFFAIRS,INTERIOR,Bureau of Indian Affairs and Bureau of Indian Education,Department of the Interior,,DOI Assistant Secretary for Indian Affairs (AS-IA),Bureau,010,76,14,09,014,14,50,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
DOI Bureau of Indian Education (BIE),1370,,,DOI/BIA EDUCATION,INTERIOR,Bureau of Indian Affairs and Bureau of Indian Education,Department of the Interior,,DOI Assistant Secretary for Indian Affairs (AS-IA),Bureau,010,76,14,50,014,14,50,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
DOJ National Security Division (NSD),1371,,,,,National Security Division,Department of Justice,,DOJ Deputy Attorney General (DAG),Bureau,011,08,15,12,015,15,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
DOL Office of Workers' Compensation Programs (OWCP),1372,,,"EMPLOY. STANDARDS ADMIN., OFC OF WORKERS' COMP. PRGMS",LABOR,Office of Workers' Compensation Programs,Department of Labor,,DOL Deputy Secretary,Bureau,012,15,16,30,016,16,0U,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
DOL Wage and Hour Division (WHD),1373,,,"EMPLOYMENT STANDARDS ADMINISTRATION, WAGE AND HOUR DIVISION",LABOR,Wage and Hour Division,Department of Labor,,DOL Deputy Secretary,Bureau,012,16,16,31,016,16,0U,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
DOL Office of Federal Contract Compliance Programs (OFCCP),1374,,,"EMPLOY. STANDARDS ADMIN., OFC OF CONTRACT COMPLIANCE PRGMS",LABOR,Office of Federal Contract Compliance Programs,Department of Labor,,DOL Deputy Secretary,Bureau,012,22,16,32,016,16,0U,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
DOL Office of Labor-Management Standards (OLMS),1375,,,OFFICE OF THE AMERICAN WORKFORCE,LABOR,Office of Labor Management Standards,Department of Labor,,DOL Deputy Secretary,Bureau,012,23,16,08,016,16,0U,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
TD Office of the Secretary,1376,,,OFFICE OF THE SECRETARY,TREAS,Departmental Offices,Department of the Treasury,,US Department of the Treasury (TD),Bureau,015,05,20,19,020,20,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
Administrative Conference of the United States (ACUS),1377,,,,,Administrative Conference of the United States,Other Independent Agencies,,Independent Federal Agencies,Ind Agency,302,00,95,00,302,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
US Consumer Financial Protection Bureau (CFPB),1378,,,,,Bureau of Consumer Financial Protection,Other Independent Agencies,,Independent Federal Agencies,Ind Agency,581,00,95,00,581,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Corporation for Travel Promotion (Brand USA),1380,,,,,Corporation for Travel Promotion,Other Independent Agencies,,"Industry, Non-Profits, Associations",Nonprofit,580,00,95,,580,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
US Council of the Inspectors General on Integrity and Efficiency (CIGIE),1381,,,,,Council of the Inspectors General on Integrity and Efficiency,Other Independent Agencies,,Independent Federal Agencies,Ind Agency,542,00,95,00,542,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
District of Columbia Courts,1382,,,,,District of Columbia Courts,Other Independent Agencies,District of Columbia,Independent Federal Agencies,Ind Agency,349,10,95,00,349,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
North American Electric Reliability Corporation (NERC),1383,,,,,Electric Reliability Organization,Other Independent Agencies,,"Industry, Non-Profits, Associations",Nonprofit,531,00,95,,n/a,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
FDIC Office of Inspector General (OIG),1384,,,,,FDIC„Office of Inspector General,Other Independent Agencies,Federal Deposit Insurance Corporation,Federal Deposit Insurance Corporation (FDIC),Bureau,357,40,51,00,051,51,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Federal Financial Institutions Examination Council Appraisal Subcommittee (ASC),1385,,,APPRAISAL SUBCOMM OF THE FED FIN. INSTITUTIONS EXAM. COUNCIL,IGOI,Federal Financial Institutions Examination Council Appraisal Subcommittee,Other Independent Agencies,,Independent Federal Agencies,Ind Agency,362,20,95,09,362,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
US Independent Payment Advisory Board (IPAB),1386,,,,,Independent Payment Advisory Board,Other Independent Agencies,,Independent Federal Agencies,Ind Agency,578,00,95,00,n/a,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Indian Law and Order Commission (ILOC),1387,,,,,Indian Law and Order Commission,Other Independent Agencies,,"Industry, Non-Profits, Associations",Nonprofit,584,00,48,,584,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Amtrak Office of Inspector General (OIG),1388,,,,,National Railroad Passenger Corporation Office of Inspector General,Other Independent Agencies,,National Railroad Passenger Corporation (Amtrak),Bureau,575,00,48,,575,69,91,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Northern Border Regional Commission (NBRC),1389,,,,,Northern Border Regional Commission,Other Independent Agencies,,Independent Federal Agencies,Ind Agency,573,00,95,00,573,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
US Privacy and Civil Liberties Oversight Board (PCLOB),1390,,,,,Privacy and Civil Liberties Oversight Board,Other Independent Agencies,,Independent Federal Agencies,Ind Agency,535,00,95,00,535,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
US Recovery Act Accountability and Transparency Board (RAATB),1391,,,,,Recovery Act Accountability and Transparency Board,Other Independent Agencies,,Independent Federal Agencies,Ind Agency,539,00,95,00,539,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Public Company Accounting Oversight Board (PCAOB),1392,,,,,Public Company Accounting Oversight Board,Other Independent Agencies,,"Industry, Non-Profits, Associations",Nonprofit,526,00,95,,n/a,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
NASA Administrator,1393,,,,,,,,NASA Headquarters,Bureau,026,,80,01,080,80,01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NASA Chief of Staff,1394,,,,,,,,NASA Administrator,Bureau,026,,80,01,080,80,01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NASA Chief Scientist,1395,,,,,,,,NASA Administrator,Bureau,026,,80,01,080,80,01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NASA Chief Technologist,1396,,,,,,,,NASA Administrator,Bureau,026,,80,01,080,80,01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NASA Chief Financial Officer (CFO),1397,,,,,,,,NASA Administrator,Bureau,026,,80,01,080,80,01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NASA Chief Information Officer (CIO),1398,,,,,,,,NASA Administrator,Bureau,026,,80,01,080,80,01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NASA Inspector General,1399,,,,,,,,NASA Administrator,Bureau,026,,80,01,080,80,01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NASA Advisory Groups NAC and ASAP,1400,,,,,,,,NASA Administrator,Bureau,026,,80,01,080,80,01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NASA Diversity and Equal Opportunity,1401,,,,,,,,NASA Administrator,Bureau,026,,80,01,080,80,01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NASA Small Business Programs,1402,,,,,,,,NASA Administrator,Bureau,026,,80,01,080,80,01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NASA General Counsel (GC),1403,,,,,,,,NASA Administrator,Bureau,026,,80,01,080,80,01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NASA Chief Engineer,1404,,,,,,,,NASA Administrator,Bureau,026,,80,01,080,80,01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NASA Chief of Safety and Mission Assurance,1405,,,,,,,,NASA Administrator,Bureau,026,,80,01,080,80,01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NASA Chief Health and Medical Officer,1406,,,,,,,,NASA Administrator,Bureau,026,,80,01,080,80,01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NASA Deputy Administrator,1407,,,,,,,,NASA Administrator,Bureau,026,,80,01,080,80,01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NASA Associate Deputy Administrator,1408,,,,,,,,NASA Deputy Administrator,Bureau,026,,80,01,080,80,01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NASA Associate Deputy Administrator for Strategy and Policy,1409,,,,,,,,NASA Deputy Administrator,Bureau,026,,80,01,080,80,01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NASA Legislative and Intergovernmental Affairs,1410,,,,,,,,NASA Deputy Administrator,Bureau,026,,80,01,080,80,01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NASA Communications,1411,,,,,,,,NASA Deputy Administrator,Bureau,026,,80,01,080,80,01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NASA Education,1412,,,,,,,,NASA Deputy Administrator,Bureau,026,,80,01,080,80,01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NASA International and Interagency Relations,1413,,,,,,,,NASA Deputy Administrator,Bureau,026,,80,01,080,80,01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NASA Mission Support Directorate,1414,,,,,,,,NASA Deputy Administrator,Bureau,026,,80,01,080,80,01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NASA Human Capital Management,1415,,,,,,,,NASA Mission Support Directorate,Bureau,026,,80,01,080,80,01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NASA Strategic Infrastructure,1416,,,,,,,,NASA Mission Support Directorate,Bureau,026,,80,01,080,80,01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NASA Headquarters Operations,1417,,,,,,,,NASA Mission Support Directorate,Bureau,026,,80,01,080,80,01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Bicentennial Commission of the Judicial Conference of the US,1418,,,,,,,,Judicial Conference of the United States,Bureau,002,,10,00,010,10,60,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NASA Internal Controls and Management Systems,1419,,,,,,,,NASA Mission Support Directorate,Bureau,026,,80,01,080,80,01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NASA Procurement,1420,,,,,,,,NASA Mission Support Directorate,Bureau,026,,80,01,080,80,01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NASA Protective Services,1421,,,,,,,,NASA Mission Support Directorate,Bureau,026,,80,01,080,80,01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NASA Management Office,1422,,,,,,,,NASA Mission Support Directorate,Bureau,026,,80,01,080,80,01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NASA Associate Administrator,1423,,,,,,,,NASA Deputy Administrator,Bureau,026,,80,01,080,80,01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NASA Assistant Associate Administrator,1424,,,,,,,,NASA Associate Administrator,Bureau,026,,80,01,080,80,01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOD Under Secretary for Intellignece (USD(I)),1425,,,,,,,,DOD Deputy Secretary,Bureau,,,97,,097,97,AD,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOD Director of Operational Test and Evaluation (DOT&E),1426,,,,,,,,DOD Deputy Secretary,Bureau,,,97,,097,97,AD,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOD Under Secretary for Acquisition Technology & Logistics (USD(AT&L)),1427,,,,,,,,DOD Deputy Secretary,Bureau,,,97,,097,97,AD,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOD Prin Dep Under Secy for Acquisition Technology & Logistics (PDUSD(AT&L)),1428,,,,,,,,DOD Under Secretary for Acquisition Technology & Logistics (USD(AT&L)),Bureau,,,97,,097,97,AD,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
